Drug_UMLS_CUI,Gene_UMLS_CUI,GROUNDTRUTH
C0171023,C1538301,0
C0171023,C1415012,0
C0171023,C1412339,0
C0171023,C1415009,0
C0171023,C1417647,0
C0171023,C1420527,0
C0171023,C1412691,0
C0171023,C1418674,0
C0171023,C1418469,0
C0171023,C1418470,0
C0171023,C1414085,0
C0171023,C3469975,0
C0171023,C1420150,0
C0053229,C1538301,0
C0053229,C1415012,0
C0053229,C1415009,0
C0053229,C1417647,0
C0053229,C1420527,0
C0053229,C1412691,0
C0053229,C1418674,0
C0053229,C1418469,0
C0053229,C1418470,0
C0053229,C1414085,0
C0053229,C3469975,0
C0053229,C1420150,0
C0039832,C1538301,0
C0039832,C1415012,0
C0039832,C1415009,0
C0039832,C1417647,0
C0039832,C1420527,0
C0039832,C1412691,0
C0039832,C1418674,0
C0039832,C1418469,0
C0039832,C1418470,0
C0039832,C1414085,0
C0039832,C3469975,0
C0039832,C1420150,0
C3490329,C1538301,0
C3490329,C1415012,0
C3490329,C1415009,0
C3490329,C1417647,0
C3490329,C1420527,0
C3490329,C1412691,0
C3490329,C1418674,0
C3490329,C1418469,0
C3490329,C1418470,0
C3490329,C1414085,0
C3490329,C3469975,0
C3490329,C1420150,0
C0057678,C1538301,0
C0057678,C1415012,0
C0057678,C1415009,0
C0057678,C1417647,0
C0057678,C1420527,0
C0057678,C1412691,0
C0057678,C1418674,0
C0057678,C1418469,0
C0057678,C1418470,0
C0057678,C1414085,0
C0057678,C3469975,0
C0057678,C1420150,0
C4507236,C1538301,0
C4507236,C1415012,0
C4507236,C1415009,0
C4507236,C1417647,0
C4507236,C1420527,0
C4507236,C1412691,0
C4507236,C1418674,0
C4507236,C1418469,0
C4507236,C1418470,0
C4507236,C1414085,0
C4507236,C3469975,0
C4507236,C1420150,0
C0051733,C1538301,0
C0051733,C1415012,0
C0051733,C1415009,0
C0051733,C1417647,0
C0051733,C1420527,0
C0051733,C1412691,0
C0051733,C1418674,0
C0051733,C1418469,0
C0051733,C1418470,0
C0051733,C1414085,0
C0051733,C3469975,0
C0051733,C1420150,0
C1451502,C1538301,0
C1451502,C1415012,0
C1451502,C1415009,0
C1451502,C1417647,0
C1451502,C1420527,0
C1451502,C1412691,0
C1451502,C1418674,0
C1451502,C1418469,0
C1451502,C1418470,0
C1451502,C1414085,0
C1451502,C3469975,0
C1451502,C1420150,0
C0140610,C1538301,0
C0140610,C1415012,0
C0140610,C1415009,0
C0140610,C1417647,0
C0140610,C1420527,0
C0140610,C1412691,0
C0140610,C1418674,0
C0140610,C1418469,0
C0140610,C1418470,0
C0140610,C1414085,0
C0140610,C3469975,0
C0140610,C1420150,0
C0060389,C1538301,0
C0060389,C1415012,0
C0060389,C1415009,0
C0060389,C1417647,0
C0060389,C1420527,0
C0060389,C1412691,0
C0060389,C1418674,0
C0060389,C1418469,0
C0060389,C1418470,0
C0060389,C1414085,0
C0060389,C3469975,0
C0060389,C1420150,0
C4505522,C1538301,0
C4505522,C1415012,0
C4505522,C1415009,0
C4505522,C1417647,0
C4505522,C1420527,0
C4505522,C1412691,0
C4505522,C1418674,0
C4505522,C1418469,0
C4505522,C1418470,0
C4505522,C1414085,0
C4505522,C3469975,0
C4505522,C1420150,0
C2827203,C1538301,0
C2827203,C1415012,0
C2827203,C1415009,0
C2827203,C1417647,0
C2827203,C1420527,0
C2827203,C1412691,0
C2827203,C1418674,0
C2827203,C1418469,0
C2827203,C1418470,0
C2827203,C1414085,0
C2827203,C3469975,0
C2827203,C1420150,0
C0038636,C1538301,0
C0038636,C1415012,0
C0038636,C1415009,0
C0038636,C1417647,0
C0038636,C1420527,0
C0038636,C1412691,0
C0038636,C1418674,0
C0038636,C1418469,0
C0038636,C1418470,0
C0038636,C1414085,0
C0038636,C3469975,0
C0038636,C1420150,0
C0754188,C1538301,0
C0754188,C1415012,0
C0754188,C1412339,0
C0754188,C1415009,0
C0754188,C1417647,0
C0754188,C1420527,0
C0754188,C1412691,0
C0754188,C1418674,0
C0754188,C1418469,0
C0754188,C1418470,0
C0754188,C1414085,0
C0754188,C3469975,0
C0754188,C1420150,0
C0971579,C1538301,0
C0971579,C1415012,0
C0971579,C1415009,0
C0971579,C1417647,0
C0971579,C1420527,0
C0971579,C1412691,0
C0971579,C1418674,0
C0971579,C1418469,0
C0971579,C1418470,0
C0971579,C1414085,0
C0971579,C3469975,0
C0971579,C1420150,0
C2983924,C1538301,0
C2983924,C1415012,0
C2983924,C1412339,0
C2983924,C1415009,0
C2983924,C1417647,0
C2983924,C1420527,0
C2983924,C1412691,0
C2983924,C1418674,0
C2983924,C1418469,0
C2983924,C1418470,0
C2983924,C1414085,0
C2983924,C3469975,0
C2983924,C1420150,0
C0208407,C1538301,0
C0208407,C1415012,0
C0208407,C1415009,0
C0208407,C1417647,0
C0208407,C1420527,0
C0208407,C1412691,0
C0208407,C1418674,0
C0208407,C1418469,0
C0208407,C1418470,0
C0208407,C1414085,0
C0208407,C3469975,0
C0208407,C1420150,0
C2699562,C1538301,0
C2699562,C1415012,0
C2699562,C1415009,0
C2699562,C1417647,0
C2699562,C1420527,0
C2699562,C1412691,0
C2699562,C1418674,0
C2699562,C1418469,0
C2699562,C1418470,0
C2699562,C1414085,0
C2699562,C3469975,0
C2699562,C1420150,0
C2934701,C1538301,0
C2934701,C1415012,0
C2934701,C1415009,0
C2934701,C1417647,0
C2934701,C1420527,0
C2934701,C1412691,0
C2934701,C1418674,0
C2934701,C1418469,0
C2934701,C1418470,0
C2934701,C1414085,0
C2934701,C3469975,0
C2934701,C1420150,0
C0042523,C1538301,0
C0042523,C1415012,0
C0042523,C1412339,0
C0042523,C1415009,0
C0042523,C1417647,0
C0042523,C1420527,0
C0042523,C1412691,0
C0042523,C1418674,0
C0042523,C1418469,0
C0042523,C1418470,0
C0042523,C1414085,0
C0042523,C3469975,0
C0042523,C1420150,0
C0023413,C1538301,0
C0023413,C1415012,0
C0023413,C1412339,0
C0023413,C1415009,0
C0023413,C1417647,0
C0023413,C1420527,0
C0023413,C1412691,0
C0023413,C1418674,0
C0023413,C1418469,0
C0023413,C1418470,0
C0023413,C1414085,0
C0023413,C3469975,0
C0023413,C1420150,0
C1100924,C1538301,0
C1100924,C1415012,0
C1100924,C1415009,0
C1100924,C1417647,0
C1100924,C1420527,0
C1100924,C1412691,0
C1100924,C1418674,0
C1100924,C1418469,0
C1100924,C1418470,0
C1100924,C1414085,0
C1100924,C3469975,0
C1100924,C1420150,0
C0017725,C1538301,0
C0017725,C1415012,0
C0017725,C1412339,0
C0017725,C1415009,0
C0017725,C1417647,0
C0017725,C1420527,0
C0017725,C1412691,0
C0017725,C1418674,0
C0017725,C1418469,0
C0017725,C1418470,0
C0017725,C1414085,0
C0017725,C3469975,0
C0017725,C1420150,0
C0052427,C1538301,0
C0052427,C1415012,0
C0052427,C1415009,0
C0052427,C1417647,0
C0052427,C1420527,0
C0052427,C1412691,0
C0052427,C1418674,0
C0052427,C1418469,0
C0052427,C1418470,0
C0052427,C1414085,0
C0052427,C3469975,0
C0052427,C1420150,0
C0031977,C1538301,0
C0031977,C1415012,0
C0031977,C1415009,0
C0031977,C1417647,0
C0031977,C1420527,0
C0031977,C1412691,0
C0031977,C1418674,0
C0031977,C1418469,0
C0031977,C1418470,0
C0031977,C1414085,0
C0031977,C3469975,0
C0031977,C1420150,0
C1517943,C1538301,0
C1517943,C1415012,0
C1517943,C1415009,0
C1517943,C1417647,0
C1517943,C1420527,0
C1517943,C1412691,0
C1517943,C1418674,0
C1517943,C1418469,0
C1517943,C1418470,0
C1517943,C1414085,0
C1517943,C3469975,0
C1517943,C1420150,0
C1506770,C1538301,0
C1506770,C1415012,0
C1506770,C1415009,0
C1506770,C1417647,0
C1506770,C1420527,0
C1506770,C1412691,0
C1506770,C1418674,0
C1506770,C1418469,0
C1506770,C1418470,0
C1506770,C1414085,0
C1506770,C3469975,0
C1506770,C1420150,0
C4078709,C1538301,0
C4078709,C1415012,0
C4078709,C1415009,0
C4078709,C1417647,0
C4078709,C1420527,0
C4078709,C1412691,0
C4078709,C1418674,0
C4078709,C1418469,0
C4078709,C1418470,0
C4078709,C1414085,0
C4078709,C3469975,0
C4078709,C1420150,0
C0107994,C1538301,0
C0107994,C1415012,0
C0107994,C1412339,0
C0107994,C1415009,0
C0107994,C1417647,0
C0107994,C1420527,0
C0107994,C1412691,0
C0107994,C1418674,0
C0107994,C1418469,0
C0107994,C1418470,0
C0107994,C1414085,0
C0107994,C3469975,0
C0107994,C1420150,0
C0060926,C1538301,0
C0060926,C1415012,0
C0060926,C1412339,0
C0060926,C1415009,0
C0060926,C1417647,0
C0060926,C1420527,0
C0060926,C1412691,0
C0060926,C1418674,0
C0060926,C1418469,0
C0060926,C1418470,0
C0060926,C1414085,0
C0060926,C3469975,0
C0060926,C1420150,0
C5135562,C1538301,0
C5135562,C1415012,0
C5135562,C1415009,0
C5135562,C1417647,0
C5135562,C1420527,0
C5135562,C1412691,0
C5135562,C1418674,0
C5135562,C1418469,0
C5135562,C1418470,0
C5135562,C1414085,0
C5135562,C3469975,0
C5135562,C1420150,0
C0253787,C1538301,0
C0253787,C1415012,0
C0253787,C1415009,0
C0253787,C1417647,0
C0253787,C1420527,0
C0253787,C1412691,0
C0253787,C1418674,0
C0253787,C1418469,0
C0253787,C1418470,0
C0253787,C1414085,0
C0253787,C3469975,0
C0253787,C1420150,0
C0210657,C1538301,0
C0210657,C1415012,0
C0210657,C1412339,0
C0210657,C1415009,0
C0210657,C1417647,0
C0210657,C1420527,0
C0210657,C1412691,0
C0210657,C1418674,0
C0210657,C1418469,0
C0210657,C1418470,0
C0210657,C1414085,0
C0210657,C3469975,0
C0210657,C1420150,0
C2827241,C1538301,0
C2827241,C1415012,0
C2827241,C1415009,0
C2827241,C1417647,0
C2827241,C1420527,0
C2827241,C1412691,0
C2827241,C1418674,0
C2827241,C1418469,0
C2827241,C1418470,0
C2827241,C1414085,0
C2827241,C3469975,0
C2827241,C1420150,0
C4292386,C1538301,0
C4292386,C1415012,0
C4292386,C1415009,0
C4292386,C1417647,0
C4292386,C1420527,0
C4292386,C1412691,0
C4292386,C1418674,0
C4292386,C1418469,0
C4292386,C1418470,0
C4292386,C1414085,0
C4292386,C3469975,0
C4292386,C1420150,0
C0038706,C1538301,0
C0038706,C1415012,0
C0038706,C1415009,0
C0038706,C1417647,0
C0038706,C1420527,0
C0038706,C1412691,0
C0038706,C1418674,0
C0038706,C1418469,0
C0038706,C1418470,0
C0038706,C1414085,0
C0038706,C3469975,0
C0038706,C1420150,0
C0754659,C1538301,0
C0754659,C1415012,0
C0754659,C1412339,0
C0754659,C1415009,0
C0754659,C1417647,0
C0754659,C1420527,0
C0754659,C1412691,0
C0754659,C1418674,0
C0754659,C1418469,0
C0754659,C1418470,0
C0754659,C1414085,0
C0754659,C3469975,0
C0754659,C1420150,0
C0015117,C1538301,0
C0015117,C1415012,0
C0015117,C1415009,0
C0015117,C1417647,0
C0015117,C1420527,0
C0015117,C1412691,0
C0015117,C1418674,0
C0015117,C1418469,0
C0015117,C1418470,0
C0015117,C1414085,0
C0015117,C3469975,0
C0015117,C1420150,0
C1881785,C1538301,0
C1881785,C1415012,0
C1881785,C1415009,0
C1881785,C1417647,0
C1881785,C1420527,0
C1881785,C1412691,0
C1881785,C1418674,0
C1881785,C1418469,0
C1881785,C1418470,0
C1881785,C1414085,0
C1881785,C3469975,0
C1881785,C1420150,0
C0025746,C1538301,0
C0025746,C1415012,0
C0025746,C1415009,0
C0025746,C1417647,0
C0025746,C1420527,0
C0025746,C1412691,0
C0025746,C1418674,0
C0025746,C1418469,0
C0025746,C1418470,0
C0025746,C1414085,0
C0025746,C3469975,0
C0025746,C1420150,0
C0046882,C1538301,0
C0046882,C1415012,0
C0046882,C1415009,0
C0046882,C1417647,0
C0046882,C1420527,0
C0046882,C1412691,0
C0046882,C1418674,0
C0046882,C1418469,0
C0046882,C1418470,0
C0046882,C1414085,0
C0046882,C3469975,0
C0046882,C1420150,0
C2700226,C1538301,0
C2700226,C1415012,0
C2700226,C1415009,0
C2700226,C1417647,0
C2700226,C1420527,0
C2700226,C1412691,0
C2700226,C1418674,0
C2700226,C1418469,0
C2700226,C1418470,0
C2700226,C1414085,0
C2700226,C3469975,0
C2700226,C1420150,0
C4317244,C1538301,0
C4317244,C1415012,0
C4317244,C1415009,0
C4317244,C1417647,0
C4317244,C1420527,0
C4317244,C1412691,0
C4317244,C1418674,0
C4317244,C1418469,0
C4317244,C1418470,0
C4317244,C1414085,0
C4317244,C3469975,0
C4317244,C1420150,0
C0038675,C1538301,0
C0038675,C1415012,0
C0038675,C1415009,0
C0038675,C1417647,0
C0038675,C1420527,0
C0038675,C1412691,0
C0038675,C1418674,0
C0038675,C1418469,0
C0038675,C1418470,0
C0038675,C1414085,0
C0038675,C3469975,0
C0038675,C1420150,0
C0082646,C1538301,0
C0082646,C1415012,0
C0082646,C1415009,0
C0082646,C1417647,0
C0082646,C1420527,0
C0082646,C1412691,0
C0082646,C1418674,0
C0082646,C1418469,0
C0082646,C1418470,0
C0082646,C1414085,0
C0082646,C3469975,0
C0082646,C1420150,0
C2698385,C1538301,0
C2698385,C1415012,0
C2698385,C1415009,0
C2698385,C1417647,0
C2698385,C1420527,0
C2698385,C1412691,0
C2698385,C1418674,0
C2698385,C1418469,0
C2698385,C1418470,0
C2698385,C1414085,0
C2698385,C3469975,0
C2698385,C1420150,0
C0527316,C1538301,0
C0527316,C1415012,0
C0527316,C1412339,0
C0527316,C1415009,0
C0527316,C1417647,0
C0527316,C1420527,0
C0527316,C1412691,0
C0527316,C1418674,0
C0527316,C1418469,0
C0527316,C1418470,0
C0527316,C1414085,0
C0527316,C3469975,0
C0527316,C1420150,0
C0009014,C1538301,0
C0009014,C1415012,0
C0009014,C1412339,0
C0009014,C1415009,0
C0009014,C1417647,0
C0009014,C1420527,0
C0009014,C1412691,0
C0009014,C1418674,0
C0009014,C1418469,0
C0009014,C1418470,0
C0009014,C1414085,0
C0009014,C3469975,0
C0009014,C1420150,0
C0246904,C1538301,0
C0246904,C1415012,0
C0246904,C1415009,0
C0246904,C1417647,0
C0246904,C1420527,0
C0246904,C1412691,0
C0246904,C1418674,0
C0246904,C1418469,0
C0246904,C1418470,0
C0246904,C1414085,0
C0246904,C3469975,0
C0246904,C1420150,0
C2713007,C1538301,0
C2713007,C1415012,0
C2713007,C1415009,0
C2713007,C1417647,0
C2713007,C1420527,0
C2713007,C1412691,0
C2713007,C1418674,0
C2713007,C1418469,0
C2713007,C1418470,0
C2713007,C1414085,0
C2713007,C3469975,0
C2713007,C1420150,0
C1958612,C1538301,0
C1958612,C1415012,0
C1958612,C1415009,0
C1958612,C1417647,0
C1958612,C1420527,0
C1958612,C1412691,0
C1958612,C1418674,0
C1958612,C1418469,0
C1958612,C1418470,0
C1958612,C1414085,0
C1958612,C3469975,0
C1958612,C1420150,0
C0016055,C1538301,0
C0016055,C1415012,0
C0016055,C1415009,0
C0016055,C1417647,0
C0016055,C1420527,0
C0016055,C1412691,0
C0016055,C1418674,0
C0016055,C1418469,0
C0016055,C1418470,0
C0016055,C1414085,0
C0016055,C3469975,0
C0016055,C1420150,0
C4255649,C1538301,0
C4255649,C1415012,0
C4255649,C1415009,0
C4255649,C1417647,0
C4255649,C1420527,0
C4255649,C1412691,0
C4255649,C1418674,0
C4255649,C1418469,0
C4255649,C1418470,0
C4255649,C1414085,0
C4255649,C3469975,0
C4255649,C1420150,0
C0011182,C1538301,0
C0011182,C1415012,0
C0011182,C1415009,0
C0011182,C1417647,0
C0011182,C1420527,0
C0011182,C1412691,0
C0011182,C1418674,0
C0011182,C1418469,0
C0011182,C1418470,0
C0011182,C1414085,0
C0011182,C3469975,0
C0011182,C1420150,0
C1135150,C1538301,0
C1135150,C1415012,0
C1135150,C1415009,0
C1135150,C1417647,0
C1135150,C1420527,0
C1135150,C1412691,0
C1135150,C1418674,0
C1135150,C1418469,0
C1135150,C1418470,0
C1135150,C1414085,0
C1135150,C3469975,0
C1135150,C1420150,0
C0077069,C1538301,0
C0077069,C1415012,0
C0077069,C1415009,0
C0077069,C1417647,0
C0077069,C1420527,0
C0077069,C1412691,0
C0077069,C1418674,0
C0077069,C1418469,0
C0077069,C1418470,0
C0077069,C1414085,0
C0077069,C3469975,0
C0077069,C1420150,0
C1667052,C1538301,0
C1667052,C1415012,0
C1667052,C1415009,0
C1667052,C1417647,0
C1667052,C1420527,0
C1667052,C1412691,0
C1667052,C1418674,0
C1667052,C1418469,0
C1667052,C1418470,0
C1667052,C1414085,0
C1667052,C3469975,0
C1667052,C1420150,0
C0043872,C1538301,0
C0043872,C1415012,0
C0043872,C1415009,0
C0043872,C1417647,0
C0043872,C1420527,0
C0043872,C1412691,0
C0043872,C1418674,0
C0043872,C1418469,0
C0043872,C1418470,0
C0043872,C1414085,0
C0043872,C3469975,0
C0043872,C1420150,0
C0033487,C1538301,0
C0033487,C1415012,0
C0033487,C1412339,0
C0033487,C1415009,0
C0033487,C1417647,0
C0033487,C1420527,0
C0033487,C1412691,0
C0033487,C1418674,0
C0033487,C1418469,0
C0033487,C1418470,0
C0033487,C1414085,0
C0033487,C3469975,0
C0033487,C1420150,0
C0020823,C1538301,0
C0020823,C1415012,0
C0020823,C1415009,0
C0020823,C1417647,0
C0020823,C1420527,0
C0020823,C1412691,0
C0020823,C1418674,0
C0020823,C1418469,0
C0020823,C1418470,0
C0020823,C1414085,0
C0020823,C3469975,0
C0020823,C1420150,0
C4049141,C1538301,0
C4049141,C1415012,0
C4049141,C1415009,0
C4049141,C1417647,0
C4049141,C1420527,0
C4049141,C1412691,0
C4049141,C1418674,0
C4049141,C1418469,0
C4049141,C1418470,0
C4049141,C1414085,0
C4049141,C3469975,0
C4049141,C1420150,0
C1135135,C1538301,0
C1135135,C1415012,0
C1135135,C1412339,0
C1135135,C1415009,0
C1135135,C1417647,0
C1135135,C1420527,0
C1135135,C1412691,0
C1135135,C1418674,0
C1135135,C1418469,0
C1135135,C1418470,0
C1135135,C1414085,0
C1135135,C3469975,0
C1135135,C1420150,0
C1134659,C1538301,0
C1134659,C1415009,0
C1134659,C1417647,0
C1134659,C1420527,0
C1134659,C1412691,0
C1134659,C1418674,0
C1134659,C1414085,0
C2347624,C1538301,0
C2347624,C1415012,0
C2347624,C1415009,0
C2347624,C1417647,0
C2347624,C1420527,0
C2347624,C1412691,0
C2347624,C1418674,0
C2347624,C1418469,0
C2347624,C1418470,0
C2347624,C1414085,0
C2347624,C3469975,0
C2347624,C1420150,0
C0165264,C1538301,0
C0165264,C1415012,0
C0165264,C1415009,0
C0165264,C1417647,0
C0165264,C1420527,0
C0165264,C1412691,0
C0165264,C1418674,0
C0165264,C1418469,0
C0165264,C1418470,0
C0165264,C1414085,0
C0165264,C3469975,0
C0165264,C1420150,0
C2713560,C1538301,0
C2713560,C1415012,0
C2713560,C1415009,0
C2713560,C1417647,0
C2713560,C1420527,0
C2713560,C1412691,0
C2713560,C1418674,0
C2713560,C1418469,0
C2713560,C1418470,0
C2713560,C1414085,0
C2713560,C3469975,0
C2713560,C1420150,0
C3537177,C1538301,0
C3537177,C1415012,0
C3537177,C1415009,0
C3537177,C1417647,0
C3537177,C1420527,0
C3537177,C1412691,0
C3537177,C1418674,0
C3537177,C1418469,0
C3537177,C1418470,0
C3537177,C1414085,0
C3537177,C3469975,0
C3537177,C1420150,0
C0002083,C1538301,0
C0002083,C1415012,0
C0002083,C1415009,0
C0002083,C1417647,0
C0002083,C1420527,0
C0002083,C1412691,0
C0002083,C1418674,0
C0002083,C1418469,0
C0002083,C1418470,0
C0002083,C1414085,0
C0002083,C3469975,0
C0002083,C1420150,0
C2987648,C1538301,0
C2987648,C1415012,0
C2987648,C1415009,0
C2987648,C1417647,0
C2987648,C1420527,0
C2987648,C1412691,0
C2987648,C1418674,0
C2987648,C1418469,0
C2987648,C1418470,0
C2987648,C1414085,0
C2987648,C3469975,0
C2987648,C1420150,0
C0216660,C1538301,0
C0216660,C1415012,0
C0216660,C1415009,0
C0216660,C1417647,0
C0216660,C1420527,0
C0216660,C1412691,0
C0216660,C1418674,0
C0216660,C1418469,0
C0216660,C1418470,0
C0216660,C1414085,0
C0216660,C3469975,0
C0216660,C1420150,0
C0950902,C1538301,0
C0950902,C1415012,0
C0950902,C1415009,0
C0950902,C1417647,0
C0950902,C1420527,0
C0950902,C1412691,0
C0950902,C1418674,0
C0950902,C1418469,0
C0950902,C1418470,0
C0950902,C1414085,0
C0950902,C3469975,0
C0950902,C1420150,0
C0055856,C1538301,0
C0055856,C1415012,0
C0055856,C1415009,0
C0055856,C1417647,0
C0055856,C1420527,0
C0055856,C1412691,0
C0055856,C1418674,0
C0055856,C1418469,0
C0055856,C1418470,0
C0055856,C1414085,0
C0055856,C3469975,0
C0055856,C1420150,0
C0023749,C1538301,0
C0023749,C1415012,0
C0023749,C1415009,0
C0023749,C1417647,0
C0023749,C1420527,0
C0023749,C1412691,0
C0023749,C1418674,0
C0023749,C1418469,0
C0023749,C1418470,0
C0023749,C1414085,0
C0023749,C3469975,0
C0023749,C1420150,0
C0061323,C1538301,0
C0061323,C1415012,0
C0061323,C1415009,0
C0061323,C1417647,0
C0061323,C1420527,0
C0061323,C1412691,0
C0061323,C1418674,0
C0061323,C1418469,0
C0061323,C1418470,0
C0061323,C1414085,0
C0061323,C3469975,0
C0061323,C1420150,0
C0953467,C1538301,0
C0953467,C1415012,0
C0953467,C1415009,0
C0953467,C1417647,0
C0953467,C1420527,0
C0953467,C1412691,0
C0953467,C1418674,0
C0953467,C1418469,0
C0953467,C1418470,0
C0953467,C1414085,0
C0953467,C3469975,0
C0953467,C1420150,0
C2003502,C1538301,0
C2003502,C1415012,0
C2003502,C1415009,0
C2003502,C1417647,0
C2003502,C1420527,0
C2003502,C1412691,0
C2003502,C1418674,0
C2003502,C1418469,0
C2003502,C1418470,0
C2003502,C1414085,0
C2003502,C3469975,0
C2003502,C1420150,0
C0045283,C1538301,0
C0045283,C1415012,0
C0045283,C1415009,0
C0045283,C1417647,0
C0045283,C1420527,0
C0045283,C1412691,0
C0045283,C1418674,0
C0045283,C1418469,0
C0045283,C1418470,0
C0045283,C1414085,0
C0045283,C3469975,0
C0045283,C1420150,0
C0297001,C1538301,0
C0297001,C1415012,0
C0297001,C1415009,0
C0297001,C1417647,0
C0297001,C1420527,0
C0297001,C1412691,0
C0297001,C1418674,0
C0297001,C1418469,0
C0297001,C1418470,0
C0297001,C1414085,0
C0297001,C3469975,0
C0297001,C1420150,0
C3273375,C1538301,0
C3273375,C1415012,0
C3273375,C1415009,0
C3273375,C1417647,0
C3273375,C1420527,0
C3273375,C1412691,0
C3273375,C1418674,0
C3273375,C1418469,0
C3273375,C1418470,0
C3273375,C1414085,0
C3273375,C3469975,0
C3273375,C1420150,0
C0004475,C1538301,0
C0004475,C1415012,0
C0004475,C1415009,0
C0004475,C1417647,0
C0004475,C1420527,0
C0004475,C1412691,0
C0004475,C1418674,0
C0004475,C1418469,0
C0004475,C1418470,0
C0004475,C1414085,0
C0004475,C3469975,0
C0004475,C1420150,0
C1572489,C1538301,0
C1572489,C1415012,0
C1572489,C1415009,0
C1572489,C1417647,0
C1572489,C1420527,0
C1572489,C1412691,0
C1572489,C1418674,0
C1572489,C1418469,0
C1572489,C1418470,0
C1572489,C1414085,0
C1572489,C3469975,0
C1572489,C1420150,0
C0963398,C1538301,0
C0963398,C1415012,0
C0963398,C1415009,0
C0963398,C1417647,0
C0963398,C1420527,0
C0963398,C1412691,0
C0963398,C1418674,0
C0963398,C1418469,0
C0963398,C1418470,0
C0963398,C1414085,0
C0963398,C3469975,0
C0963398,C1420150,0
C0063077,C1538301,0
C0063077,C1415012,0
C0063077,C1415009,0
C0063077,C1417647,0
C0063077,C1420527,0
C0063077,C1412691,0
C0063077,C1418674,0
C0063077,C1418469,0
C0063077,C1418470,0
C0063077,C1414085,0
C0063077,C3469975,0
C0063077,C1420150,0
C2698875,C1538301,0
C2698875,C1415012,0
C2698875,C1415009,0
C2698875,C1417647,0
C2698875,C1420527,0
C2698875,C1412691,0
C2698875,C1418674,0
C2698875,C1418469,0
C2698875,C1418470,0
C2698875,C1414085,0
C2698875,C3469975,0
C2698875,C1420150,0
C0003018,C1538301,0
C0003018,C1415012,0
C0003018,C1415009,0
C0003018,C1417647,0
C0003018,C1420527,0
C0003018,C1412691,0
C0003018,C1418674,0
C0003018,C1418469,0
C0003018,C1418470,0
C0003018,C1414085,0
C0003018,C3469975,0
C0003018,C1420150,0
C4055478,C1538301,0
C4055478,C1415012,0
C4055478,C1415009,0
C4055478,C1417647,0
C4055478,C1420527,0
C4055478,C1412691,0
C4055478,C1418674,0
C4055478,C1418469,0
C4055478,C1418470,0
C4055478,C1414085,0
C4055478,C3469975,0
C4055478,C1420150,0
C4256086,C1538301,0
C4256086,C1415012,0
C4256086,C1415009,0
C4256086,C1417647,0
C4256086,C1420527,0
C4256086,C1412691,0
C4256086,C1418674,0
C4256086,C1418469,0
C4256086,C1418470,0
C4256086,C1414085,0
C4256086,C3469975,0
C4256086,C1420150,0
C0083701,C1538301,0
C0083701,C1415012,0
C0083701,C1412339,0
C0083701,C1415009,0
C0083701,C1417647,0
C0083701,C1420527,0
C0083701,C1412691,0
C0083701,C1418674,0
C0083701,C1418469,0
C0083701,C1418470,0
C0083701,C1414085,0
C0083701,C3469975,0
C0083701,C1420150,0
C0042878,C1538301,0
C0042878,C1415012,0
C0042878,C1412339,0
C0042878,C1415009,0
C0042878,C1417647,0
C0042878,C1420527,0
C0042878,C1412691,0
C0042878,C1418674,0
C0042878,C1418469,0
C0042878,C1418470,0
C0042878,C1414085,0
C0042878,C3469975,0
C0042878,C1420150,0
C0886544,C1538301,0
C0886544,C1415012,0
C0886544,C1415009,0
C0886544,C1417647,0
C0886544,C1420527,0
C0886544,C1412691,0
C0886544,C1418674,0
C0886544,C1418469,0
C0886544,C1418470,0
