Drug_UMLS_CUI,Disease_UMLS_CUI,GROUNDTRUTH
C0677667,C1849508,0
C0677667,C0043459,0
C0677667,C0024408,0
C0677667,C0268631,0
C0677667,C0268595,0
C0677667,C0027126,0
C0677667,C0268467,0
C0677667,C0349653,0
C0000992,C0023264,0
C0000992,C0751882,0
C0000992,C1849508,0
C0000992,C0043459,0
C0000992,C0024408,0
C0000992,C0268631,0
C0000992,C0268595,0
C0000992,C0027126,0
C0000992,C0268467,0
C0000992,C0349653,0
C0950476,C0023264,0
C0950476,C0751882,0
C0950476,C1849508,0
C0950476,C0043459,0
C0950476,C0024408,0
C0950476,C0268631,0
C0950476,C0268595,0
C0950476,C0027126,0
C0950476,C0268467,0
C0950476,C0349653,0
C0072652,C0023264,0
C0072652,C0751882,0
C0072652,C1849508,0
C0072652,C0043459,0
C0072652,C0024408,0
C0072652,C0268631,0
C0072652,C0268595,0
C0072652,C0027126,0
C0072652,C0268467,0
C0072652,C0349653,0
C0073983,C0023264,0
C0073983,C0751882,0
C0073983,C1849508,0
C0073983,C0043459,0
C0073983,C0024408,0
C0073983,C0268631,0
C0073983,C0268595,0
C0073983,C0027126,0
C0073983,C0268467,0
C0073983,C0349653,0
C2743752,C0023264,0
C2743752,C0751882,0
C2743752,C1849508,0
C2743752,C0043459,0
C2743752,C0024408,0
C2743752,C0268631,0
C2743752,C0268595,0
C2743752,C0027126,0
C2743752,C0268467,0
C2743752,C0349653,0
C0059678,C0023264,0
C0059678,C0751882,0
C0059678,C1849508,0
C0059678,C0043459,0
C0059678,C0024408,0
C0059678,C0268631,0
C0059678,C0268595,0
C0059678,C0027126,0
C0059678,C0268467,0
C0059678,C0349653,0
C1533643,C0023264,0
C1533643,C0751882,0
C1533643,C1849508,0
C1533643,C0043459,0
C1533643,C0024408,0
C1533643,C0268631,0
C1533643,C0268595,0
C1533643,C0027126,0
C1533643,C0268467,0
C1533643,C0349653,0
C0040165,C0023264,0
C0040165,C0751882,0
C0040165,C1849508,0
C0040165,C0043459,0
C0040165,C0024408,0
C0040165,C0268631,0
C0040165,C0268595,0
C0040165,C0027126,0
C0040165,C0268467,0
C0040165,C0349653,0
C0041014,C0023264,0
C0041014,C0751882,0
C0041014,C1849508,0
C0041014,C0043459,0
C0041014,C0024408,0
C0041014,C0268631,0
C0041014,C0268595,0
C0041014,C0027126,0
C0041014,C0268467,0
C0041014,C0349653,0
C0019588,C0023264,0
C0019588,C0751882,0
C0019588,C1849508,0
C0019588,C0043459,0
C0019588,C0024408,0
C0019588,C0268631,0
C0019588,C0268595,0
C0019588,C0027126,0
C0019588,C0268467,0
C0019588,C0349653,0
C2974521,C0023264,0
C2974521,C0751882,0
C2974521,C1849508,0
C2974521,C0043459,0
C2974521,C0024408,0
C2974521,C0268631,0
C2974521,C0268595,0
C2974521,C0027126,0
C2974521,C0268467,0
C2974521,C0349653,0
C0753448,C0023264,0
C0753448,C0751882,0
C0753448,C1849508,0
C0753448,C0043459,0
C0753448,C0024408,0
C0753448,C0268631,0
C0753448,C0268595,0
C0753448,C0027126,0
C0753448,C0268467,0
C0753448,C0349653,0
C3642428,C0023264,0
C3642428,C0751882,0
C3642428,C1849508,0
C3642428,C0043459,0
C3642428,C0024408,0
C3642428,C0268631,0
C3642428,C0268595,0
C3642428,C0027126,0
C3642428,C0268467,0
C3642428,C0349653,0
C0000981,C0282528,0
C0000981,C0008780,0
C0000981,C0033860,0
C0000981,C0020541,0
C0000981,C0023895,0
C0000981,C0030193,0
C0000981,C1535926,0
C0000981,C0023890,0
C0000981,C0005424,0
C0000981,C0002395,0
C0000981,C0027051,0
C0000981,C2931688,0
C0000981,C0162635,0
C0000981,C0037772,0
C0000981,C1142166,0
C0000981,C0085612,0
C0000981,C0007222,0
C0000981,C0022972,0
C0000981,C0004604,0
C0000981,C0029408,0
C0000981,C0003873,0
C0000981,C0026896,0
C0000981,C0009806,0
C0000981,C0011849,0
C0000981,C0023264,0
C0000981,C1145670,0
C0000981,C0038868,0
C0000981,C0751882,0
C0000981,C0029121,0
C0000981,C0687148,0
C0000981,C0342895,0
C0000981,C0035222,0
C0000981,C0002736,0
C0000981,C0001125,0
C0000981,C0004238,0
C0000981,C0376358,0
C0000981,C0007959,0
C0000981,C0037928,0
C0000981,C0022661,0
C0000981,C0004352,0
C0000981,C1692317,0
C0000981,C0037769,0
C0000981,C0553604,0
C0000981,C0038218,0
C0000981,C0010200,0
C0000981,C3495559,0
C0000981,C0020538,0
C0000981,C0001916,0
C0000981,C1849508,0
C0000981,C0003537,0
C0000981,C0004106,0
C0000981,C0030568,0
C0000981,C0030567,0
C0000981,C1510471,0
C0000981,C0020490,0
C0000981,C0948089,0
C0000981,C0600260,0
C0000981,C0016719,0
C0000981,C0442874,0
C0000981,C0347950,0
C0000981,C0087012,0
C0000981,C0011269,0
C0000981,C1527304,0
C0000981,C2711227,0
C0000981,C0015397,0
C0000981,C0026847,0
C0000981,C0026848,0
C0000981,C0206693,0
C0000981,C0338451,0
C0000981,C0006325,0
C0000981,C0236780,0
C0000981,C0005586,0
C0000981,C0031485,0
C0000981,C0004096,0
C0000981,C0027092,0
C0000981,C0162316,0
C0000981,C0034063,0
C0000981,C1956346,0
C0000981,C0043459,0
C0000981,C0008350,0
C0000981,C0011882,0
C0000981,C0751965,0
C0000981,C0027947,0
C0000981,C0009324,0
C0000981,C0006057,0
C0000981,C0085417,0
C0000981,C0242383,0
C0000981,C0028754,0
C0000981,C0242422,0
C0000981,C0238052,0
C0000981,C0011884,0
C0000981,C0015967,0
C0000981,C0684249,0
C0000981,C1168401,0
C0000981,C0206754,0
C0000981,C0042510,0
C0000981,C0751435,0
C0000981,C0751436,0
C0000981,C0022104,0
C0000981,C0002418,0
C0000981,C0006266,0
C0000981,C0021775,0
C0000981,C0024408,0
C0000981,C0002895,0
C0000981,C0268631,0
C0000981,C0006826,0
C0000981,C0268595,0
C0000981,C0751434,0
C0000981,C0013238,0
C0000981,C0752120,0
C0000981,C0752121,0
C0000981,C0078918,0
C0000981,C0036341,0
C0000981,C0013364,0
C0000981,C0014335,0
C0000981,C0006271,0
C0000981,C0035372,0
C0000981,C0393735,0
C0000981,C0020179,0
C0000981,C0027126,0
C0000981,C0268467,0
C0000981,C0349653,0
C0000981,C0393571,0
C0000981,C0175694,0
C0000981,C0035258,0
C0000981,C3714756,0
C0909839,C0023264,0
C0909839,C0751882,0
C0909839,C1849508,0
C0909839,C0043459,0
C0909839,C0024408,0
C0909839,C0268631,0
C0909839,C0268595,0
C0909839,C0027126,0
C0909839,C0268467,0
C0909839,C0349653,0
C0536495,C0023264,0
C0536495,C0751882,0
C0536495,C1849508,0
C0536495,C0043459,0
C0536495,C0024408,0
C0536495,C0268631,0
C0536495,C0268595,0
C0536495,C0027126,0
C0536495,C0268467,0
C0536495,C0349653,0
C1610768,C0023264,0
C1610768,C0751882,0
C1610768,C1849508,0
C1610768,C0043459,0
C1610768,C0024408,0
C1610768,C0268595,0
C1610768,C0027126,0
C1610768,C0349653,0
C1700388,C0023264,0
C1700388,C0751882,0
C1700388,C1849508,0
C1700388,C0043459,0
C1700388,C0024408,0
C1700388,C0268631,0
C1700388,C0268595,0
C1700388,C0027126,0
C1700388,C0268467,0
C1700388,C0349653,0
C0043668,C0023264,0
C0043668,C0751882,0
C0043668,C1849508,0
C0043668,C0043459,0
C0043668,C0024408,0
C0043668,C0268631,0
C0043668,C0268595,0
C0043668,C0027126,0
C0043668,C0268467,0
C0043668,C0349653,0
C0205843,C0023264,0
C0205843,C0751882,0
C0205843,C1849508,0
C0205843,C0043459,0
C0205843,C0024408,0
C0205843,C0268631,0
C0205843,C0268595,0
C0205843,C0027126,0
C0205843,C0268467,0
C0205843,C0349653,0
C0529793,C0023264,0
C0529793,C0751882,0
C0529793,C1849508,0
C0529793,C0043459,0
C0529793,C0024408,0
C0529793,C0268631,0
C0529793,C0268595,0
C0529793,C0027126,0
C0529793,C0268467,0
C0529793,C0349653,0
C0041485,C0023264,0
C0041485,C0751882,0
C0041485,C1849508,0
C0041485,C0043459,0
C0041485,C0024408,0
C0041485,C0268631,0
C0041485,C0268595,0
C0041485,C0027126,0
C0041485,C0268467,0
C0041485,C0349653,0
C0097964,C0023264,0
C0097964,C0751882,0
C0097964,C1849508,0
C0097964,C0043459,0
C0097964,C0024408,0
C0097964,C0268631,0
C0097964,C0268595,0
C0097964,C0027126,0
C0097964,C0268467,0
C0097964,C0349653,0
C0740123,C0023264,0
C0740123,C0751882,0
C0740123,C1849508,0
C0740123,C0043459,0
C0740123,C0024408,0
C0740123,C0268631,0
C0740123,C0268595,0
C0740123,C0027126,0
C0740123,C0268467,0
C0740123,C0349653,0
C1176289,C0023264,0
C1176289,C0751882,0
C1176289,C1849508,0
C1176289,C0043459,0
C1176289,C0024408,0
C1176289,C0268631,0
C1176289,C0268595,0
C1176289,C0027126,0
C1176289,C0268467,0
C1176289,C0349653,0
C0028027,C0023264,0
C0028027,C0751882,0
C0028027,C1849508,0
C0028027,C0043459,0
C0028027,C0024408,0
C0028027,C0268631,0
C0028027,C0268595,0
C0028027,C0027126,0
C0028027,C0268467,0
C0028027,C0349653,0
C0004057,C0023264,0
C0004057,C0751882,0
C0004057,C1849508,0
C0004057,C0043459,0
C0004057,C0024408,0
C0004057,C0268631,0
C0004057,C0268595,0
C0004057,C0027126,0
C0004057,C0268467,0
C0004057,C0349653,0
C0050403,C0023264,0
C0050403,C0751882,0
C0050403,C1849508,0
C0050403,C0043459,0
C0050403,C0024408,0
C0050403,C0268631,0
C0050403,C0268595,0
C0050403,C0027126,0
C0050403,C0268467,0
C0050403,C0349653,0
C0051733,C0023264,0
C0051733,C0751882,0
C0051733,C1849508,0
C0051733,C0043459,0
C0051733,C0024408,0
C0051733,C0268631,0
C0051733,C0268595,0
C0051733,C0027126,0
C0051733,C0268467,0
C0051733,C0349653,0
C0050409,C0023264,0
C0050409,C0751882,0
C0050409,C1849508,0
C0050409,C0043459,0
C0050409,C0024408,0
C0050409,C0268631,0
C0050409,C0268595,0
C0050409,C0027126,0
C0050409,C0268467,0
C0050409,C0349653,0
C0700903,C0023264,0
C0700903,C0751882,0
C0700903,C1849508,0
C0700903,C0043459,0
C0700903,C0024408,0
C0700903,C0268631,0
C0700903,C0268595,0
C0700903,C0027126,0
C0700903,C0268467,0
C0700903,C0349653,0
C0041479,C0023264,0
C0041479,C0751882,0
C0041479,C1849508,0
C0041479,C0043459,0
C0041479,C0024408,0
C0041479,C0268631,0
C0041479,C0268595,0
C0041479,C0027126,0
C0041479,C0268467,0
C0041479,C0349653,0
C0016055,C0023264,0
C0016055,C0751882,0
C0016055,C1849508,0
C0016055,C0043459,0
C0016055,C0024408,0
C0016055,C0268631,0
C0016055,C0268595,0
C0016055,C0027126,0
C0016055,C0268467,0
C0016055,C0349653,0
C0879444,C0023264,0
C0879444,C0751882,0
C0879444,C1849508,0
C0879444,C0043459,0
C0879444,C0024408,0
C0879444,C0268631,0
C0879444,C0268595,0
C0879444,C0027126,0
C0879444,C0268467,0
C0879444,C0349653,0
C0527129,C0023264,0
C0527129,C0751882,0
C0527129,C1849508,0
C0527129,C0043459,0
C0527129,C0024408,0
C0527129,C0268631,0
C0527129,C0268595,0
C0527129,C0027126,0
C0527129,C0268467,0
C0527129,C0349653,0
C0073992,C0023264,0
C0073992,C0751882,0
C0073992,C1849508,0
C0073992,C0043459,0
C0073992,C0024408,0
C0073992,C0268631,0
C0073992,C0268595,0
C0073992,C0027126,0
C0073992,C0268467,0
C0073992,C0349653,0
C0030346,C0023264,0
C0030346,C0751882,0
C0030346,C1849508,0
C0030346,C0043459,0
C0030346,C0024408,0
C0030346,C0268631,0
C0030346,C0268595,0
C0030346,C0027126,0
C0030346,C0268467,0
C0030346,C0349653,0
C0071330,C0023264,0
C0071330,C0751882,0
C0071330,C1849508,0
C0071330,C0043459,0
C0071330,C0024408,0
C0071330,C0268631,0
C0071330,C0268595,0
C0071330,C0027126,0
C0071330,C0268467,0
C0071330,C0349653,0
C0073994,C0023264,0
C0073994,C0751882,0
C0073994,C1849508,0
C0073994,C0043459,0
C0073994,C0024408,0
C0073994,C0268631,0
C0073994,C0268595,0
C0073994,C0027126,0
C0073994,C0268467,0
C0073994,C0349653,0
C1257385,C0023264,0
C1257385,C0751882,0
C1257385,C1849508,0
C1257385,C0043459,0
C1257385,C0024408,0
C1257385,C0268631,0
C1257385,C0268595,0
C1257385,C0027126,0
C1257385,C0268467,0
C1257385,C0349653,0
C0771311,C0023264,0
C0771311,C0751882,0
C0771311,C1849508,0
C0771311,C0043459,0
C0771311,C0024408,0
C0771311,C0268631,0
C0771311,C0268595,0
C0771311,C0027126,0
C0771311,C0268467,0
C0771311,C0349653,0
C0955293,C0023264,0
C0955293,C0751882,0
C0955293,C1849508,0
C0955293,C0043459,0
C0955293,C0024408,0
C0955293,C0268631,0
C0955293,C0268595,0
C0955293,C0027126,0
C0955293,C0268467,0
C0955293,C0349653,0
C0042313,C0023264,0
C0042313,C0751882,0
C0042313,C1849508,0
C0042313,C0043459,0
C0042313,C0024408,0
C0042313,C0268631,0
C0042313,C0268595,0
C0042313,C0027126,0
C0042313,C0268467,0
C0042313,C0349653,0
C0044971,C0023264,0
C0044971,C0751882,0
C0044971,C1849508,0
C0044971,C0043459,0
C0044971,C0024408,0
C0044971,C0268631,0
C0044971,C0268595,0
C0044971,C0027126,0
C0044971,C0268467,0
C0044971,C0349653,0
C0007552,C0023264,0
C0007552,C0751882,0
C0007552,C1849508,0
C0007552,C0043459,0
C0007552,C0024408,0
C0007552,C0268631,0
C0007552,C0268595,0
C0007552,C0027126,0
C0007552,C0268467,0
C0007552,C0349653,0
C0058389,C0023264,0
C0058389,C0751882,0
C0058389,C1849508,0
C0058389,C0043459,0
C0058389,C0024408,0
C0058389,C0268631,0
C0058389,C0268595,0
C0058389,C0027126,0
C0058389,C0268467,0
C0058389,C0349653,0
C0007554,C0023264,0
C0007554,C0751882,0
C0007554,C1849508,0
C0007554,C0043459,0
C0007554,C0024408,0
C0007554,C0268631,0
C0007554,C0268595,0
C0007554,C0027126,0
C0007554,C0268467,0
C0007554,C0349653,0
C0000956,C0023264,0
C0000956,C0751882,0
C0000956,C1849508,0
C0000956,C0043459,0
C0000956,C0024408,0
C0000956,C0268631,0
C0000956,C0268595,0
C0000956,C0027126,0
C0000956,C0268467,0
C0000956,C0349653,0
C0008402,C0023264,0
C0008402,C0751882,0
C0008402,C1849508,0
C0008402,C0043459,0
C0008402,C0024408,0
C0008402,C0268631,0
C0008402,C0268595,0
C0008402,C0027126,0
C0008402,C0268467,0
C0008402,C0349653,0
C0007555,C0023264,0
C0007555,C0751882,0
C0007555,C1849508,0
C0007555,C0043459,0
C0007555,C0024408,0
C0007555,C0268631,0
C0007555,C0268595,0
C0007555,C0027126,0
C0007555,C0268467,0
C0007555,C0349653,0
C0007557,C0023264,0
C0007557,C0751882,0
C0007557,C1849508,0
C0007557,C0043459,0
C0007557,C0024408,0
C0007557,C0268631,0
C0007557,C0268595,0
C0007557,C0027126,0
C0007557,C0268467,0
C0007557,C0349653,0
C0007559,C0023264,0
C0007559,C0751882,0
C0007559,C1849508,0
C0007559,C0043459,0
C0007559,C0024408,0
C0007559,C0268631,0
C0007559,C0268595,0
C0007559,C0027126,0
C0007559,C0268467,0
C0007559,C0349653,0
C0947663,C0023264,0
C0947663,C0751882,0
C0947663,C1849508,0
C0947663,C0043459,0
C0947663,C0024408,0
C0947663,C0268631,0
C0947663,C0268595,0
C0947663,C0027126,0
C0947663,C0268467,0
C0947663,C0349653,0
C0028008,C0023264,0
C0028008,C0751882,0
C0028008,C1849508,0
C0028008,C0043459,0
C0028008,C0024408,0
C0028008,C0268631,0
C0028008,C0268595,0
C0028008,C0027126,0
C0028008,C0268467,0
C0028008,C0349653,0
C0010725,C0023264,0
C0010725,C0751882,0
C0010725,C1849508,0
C0010725,C0043459,0
C0010725,C0024408,0
C0010725,C0268631,0
C0010725,C0268595,0
C0010725,C0027126,0
C0010725,C0268467,0
C0010725,C0349653,0
C1135764,C0023264,0
C1135764,C0751882,0
C1135764,C0043459,0
C1135764,C0024408,0
C1135764,C0268595,0
C1135764,C0027126,0
C1135764,C0349653,0
C0178596,C0023264,0
C0178596,C0751882,0
C0178596,C1849508,0
C0178596,C0043459,0
C0178596,C0024408,0
C0178596,C0268631,0
C0178596,C0268595,0
C0178596,C0027126,0
C0178596,C0268467,0
C0178596,C0349653,0
C4042960,C0023264,0
C4042960,C0751882,0
C4042960,C1849508,0
C4042960,C0043459,0
C4042960,C0024408,0
C4042960,C0268631,0
C4042960,C0268595,0
C4042960,C0027126,0
C4042960,C0268467,0
C4042960,C0349653,0
C2699562,C0023264,0
C2699562,C0751882,0
C2699562,C1849508,0
C2699562,C0043459,0
C2699562,C0024408,0
C2699562,C0268631,0
C2699562,C0268595,0
C2699562,C0027126,0
C2699562,C0268467,0
C2699562,C0349653,0
C0085994,C0023264,0
C0085994,C0751882,0
C0085994,C1849508,0
C0085994,C0043459,0
C0085994,C0024408,0
C0085994,C0268631,0
C0085994,C0268595,0
C0085994,C0027126,0
C0085994,C0268467,0
C0085994,C0349653,0
C0007560,C0023264,0
C0007560,C0751882,0
C0007560,C1849508,0
C0007560,C0043459,0
C0007560,C0024408,0
C0007560,C0268631,0
C0007560,C0268595,0
C0007560,C0027126,0
C0007560,C0268467,0
C0007560,C0349653,0
C2713074,C0023264,0
C2713074,C0751882,0
C2713074,C1849508,0
C2713074,C0043459,0
C2713074,C0024408,0
C2713074,C0268631,0
C2713074,C0268595,0
C2713074,C0027126,0
C2713074,C0268467,0
C2713074,C0349653,0
C1698364,C0023264,0
C1698364,C0751882,0
C1698364,C1849508,0
C1698364,C0043459,0
C1698364,C0024408,0
C1698364,C0268631,0
C1698364,C0268595,0
C1698364,C0027126,0
C1698364,C0268467,0
C1698364,C0349653,0
C0172827,C0023264,0
C0172827,C0751882,0
C0172827,C1849508,0
C0172827,C0043459,0
C0172827,C0024408,0
C0172827,C0268631,0
C0172827,C0268595,0
C0172827,C0027126,0
C0172827,C0268467,0
C0172827,C0349653,0
C0028017,C0023264,0
C0028017,C0751882,0
C0028017,C1849508,0
C0028017,C0043459,0
C0028017,C0024408,0
C0028017,C0268631,0
C0028017,C0268595,0
C0028017,C0027126,0
C0028017,C0268467,0
C0028017,C0349653,0
C1831796,C0023264,0
C1831796,C0751882,0
C1831796,C1849508,0
C1831796,C0043459,0
C1831796,C0024408,0
C1831796,C0268631,0
C1831796,C0268595,0
C1831796,C0027126,0
C1831796,C0268467,0
C1831796,C0349653,0
C3177235,C0023264,0
C3177235,C0751882,0
C3177235,C1849508,0
C3177235,C0043459,0
C3177235,C0024408,0
C3177235,C0268631,0
C3177235,C0268595,0
C3177235,C0027126,0
C3177235,C0268467,0
C3177235,C0349653,0
C2699132,C0023264,0
C2699132,C0751882,0
C2699132,C1849508,0
C2699132,C0043459,0
C2699132,C0024408,0
C2699132,C0268631,0
C2699132,C0268595,0
C2699132,C0027126,0
C2699132,C0268467,0
C2699132,C0349653,0
C0060241,C0023264,0
C0060241,C0751882,0
C0060241,C1849508,0
C0060241,C0043459,0
C0060241,C0024408,0
C0060241,C0268631,0
C0060241,C0268595,0
C0060241,C0027126,0
C0060241,C0268467,0
C0060241,C0349653,0
C2699131,C0023264,0
C2699131,C0751882,0
C2699131,C1849508,0
C2699131,C0043459,0
C2699131,C0024408,0
C2699131,C0268631,0
C2699131,C0268595,0
C2699131,C0027126,0
C2699131,C0268467,0
C2699131,C0349653,0
C0392938,C0023264,0
C0392938,C0751882,0
C0392938,C1849508,0
C0392938,C0043459,0
C0392938,C0024408,0
C0392938,C0268631,0
C0392938,C0268595,0
C0392938,C0027126,0
C0392938,C0268467,0
C0392938,C0349653,0
C0165264,C0023264,0
C0165264,C0751882,0
C0165264,C1849508,0
C0165264,C0043459,0
C0165264,C0024408,0
C0165264,C0268631,0
C0165264,C0268595,0
C0165264,C0027126,0
C0165264,C0268467,0
C0165264,C0349653,0
C2713008,C0023264,0
C2713008,C0751882,0
C2713008,C1849508,0
C2713008,C0043459,0
C2713008,C0024408,0
C2713008,C0268631,0
C2713008,C0268595,0
C2713008,C0027126,0
C2713008,C0268467,0
C2713008,C0349653,0
C0015153,C0023264,0
C0015153,C0751882,0
C0015153,C1849508,0
C0015153,C0043459,0
C0015153,C0024408,0
C0015153,C0268631,0
C0015153,C0268595,0
C0015153,C0027126,0
C0015153,C0349653,0
C2713007,C0023264,0
C2713007,C0751882,0
C2713007,C1849508,0
C2713007,C0043459,0
C2713007,C0024408,0
C2713007,C0268631,0
C2713007,C0268595,0
C2713007,C0027126,0
C2713007,C0268467,0
C2713007,C0349653,0
C0678133,C0023264,0
C0678133,C0751882,0
C0678133,C1849508,0
C0678133,C0043459,0
C0678133,C0024408,0
C0678133,C0268631,0
C0678133,C0268595,0
C0678133,C0027126,0
C0678133,C0268467,0
C0678133,C0349653,0
C0063757,C0023264,0
C0063757,C0751882,0
C0063757,C1849508,0
C0063757,C0043459,0
C0063757,C0024408,0
C0063757,C0268631,0
C0063757,C0268595,0
C0063757,C0027126,0
C0063757,C0268467,0
C0063757,C0349653,0
C2698280,C0023264,0
C2698280,C0751882,0
C2698280,C1849508,0
C2698280,C0043459,0
C2698280,C0024408,0
C2698280,C0268631,0
C2698280,C0268595,0
C2698280,C0027126,0
C2698280,C0268467,0
C2698280,C0349653,0
C0007537,C0023264,0
C0007537,C0751882,0
C0007537,C1849508,0
C0007537,C0043459,0
C0007537,C0024408,0
C0007537,C0268631,0
C0007537,C0268595,0
C0007537,C0027126,0
C0007537,C0268467,0
C0007537,C0349653,0
C0073561,C0023264,0
C0073561,C0751882,0
C0073561,C1849508,0
C0073561,C0043459,0
C0073561,C0024408,0
C0073561,C0268631,0
C0073561,C0268595,0
C0073561,C0027126,0
C0073561,C0268467,0
C0073561,C0349653,0
C0007538,C0023264,0
C0007538,C0751882,0
C0007538,C1849508,0
C0007538,C0043459,0
C0007538,C0024408,0
C0007538,C0268631,0
C0007538,C0268595,0
C0007538,C0027126,0
C0007538,C0268467,0
C0007538,C0349653,0
C0671970,C0023264,0
C0671970,C0751882,0
C0671970,C1849508,0
C0671970,C0043459,0
C0671970,C0024408,0
C0671970,C0268631,0
C0671970,C0268595,0
C0671970,C0027126,0
C0671970,C0268467,0
C0671970,C0349653,0
C0028460,C0023264,0
C0028460,C0751882,0
C0028460,C1849508,0
C0028460,C0043459,0
C0028460,C0024408,0
C0028460,C0268631,0
C0028460,C0268595,0
C0028460,C0027126,0
C0028460,C0268467,0
C0028460,C0349653,0
C2983899,C0023264,0
C2983899,C0751882,0
C2983899,C1849508,0
C2983899,C0043459,0
C2983899,C0024408,0
C2983899,C0268631,0
C2983899,C0268595,0
C2983899,C0027126,0
C2983899,C0268467,0
C2983899,C0349653,0
C2986924,C0023264,0
C2986924,C0751882,0
C2986924,C1849508,0
C2986924,C0043459,0
C2986924,C0024408,0
C2986924,C0268631,0
C2986924,C0268595,0
C2986924,C0027126,0
C2986924,C0268467,0
C2986924,C0349653,0
C2698291,C0023264,0
C2698291,C0751882,0
C2698291,C1849508,0
C2698291,C0043459,0
C2698291,C0024408,0
C2698291,C0268631,0
C2698291,C0268595,0
C2698291,C0027126,0
C2698291,C0268467,0
C2698291,C0349653,0
C0007546,C0023264,0
C0007546,C0751882,0
C0007546,C1849508,0
C0007546,C0043459,0
C0007546,C0024408,0
C0007546,C0268631,0
C0007546,C0268595,0
C0007546,C0027126,0
C0007546,C0268467,0
C0007546,C0349653,0
C0050451,C0023264,0
C0050451,C0751882,0
C0050451,C1849508,0
C0050451,C0043459,0
C0050451,C0024408,0
C0050451,C0268631,0
C0050451,C0268595,0
C0050451,C0027126,0
C0050451,C0268467,0
C0050451,C0349653,0
C1515388,C0023264,0
C1515388,C0751882,0
C1515388,C1849508,0
C1515388,C0043459,0
C1515388,C0024408,0
C1515388,C0268631,0
C1515388,C0268595,0
C1515388,C0027126,0
C1515388,C0268467,0
C1515388,C0349653,0
C0005330,C0023264,0
C0005330,C0751882,0
C0005330,C1849508,0
C0005330,C0043459,0
C0005330,C0024408,0
C0005330,C0268631,0
C0005330,C0268595,0
C0005330,C0027126,0
C0005330,C0268467,0
C0005330,C0349653,0
C0004482,C0023264,0
C0004482,C0751882,0
C0004482,C1849508,0
C0004482,C0043459,0
C0004482,C0024408,0
C0004482,C0268631,0
C0004482,C0268595,0
C0004482,C0027126,0
C0004482,C0268467,0
C0004482,C0349653,0
C0166128,C0023264,0
C0166128,C0751882,0
C0166128,C1849508,0
C0166128,C0043459,0
C0166128,C0024408,0
C0166128,C0268631,0
C0166128,C0268595,0
C0166128,C0027126,0
C0166128,C0268467,0
C0166128,C0349653,0
C0010711,C0023264,0
C0010711,C0751882,0
C0010711,C1849508,0
C0010711,C0043459,0
C0010711,C0024408,0
C0010711,C0268631,0
C0010711,C0268595,0
C0010711,C0027126,0
C0010711,C0268467,0
C0010711,C0349653,0
C0043603,C0023264,0
C0043603,C0751882,0
C0043603,C1849508,0
C0043603,C0043459,0
C0043603,C0024408,0
C0043603,C0268631,0
C0043603,C0268595,0
C0043603,C0027126,0
C0043603,C0268467,0
C0043603,C0349653,0
C0036078,C0023264,0
C0036078,C0751882,0
C0036078,C1849508,0
C0036078,C0043459,0
C0036078,C0024408,0
C0036078,C0268631,0
C0036078,C0268595,0
C0036078,C0027126,0
C0036078,C0268467,0
C0036078,C0349653,0
C0083381,C0023264,0
C0083381,C0751882,0
C0083381,C1849508,0
C0083381,C0043459,0
C0083381,C0024408,0
C0083381,C0268631,0
C0083381,C0268595,0
C0083381,C0027126,0
C0083381,C0268467,0
C0083381,C0349653,0
C0017797,C0023264,0
C0017797,C0751882,0
C0017797,C1849508,0
C0017797,C0043459,0
C0017797,C0024408,0
C0017797,C0268631,0
C0017797,C0268595,0
C0017797,C0027126,0
C0017797,C0268467,0
C0017797,C0349653,0
